reaction_id,model,db,model_id,is_transp,in_pcm,ec,inChlVirid,uniprGpr,max_evid,evid_brenda,model_gpr,Solanum_lycopersicum,Nicotiana_glauca,Vigna_aconitifolia,Sorghum_bicolor,Triphysaria_versicolor,Vitis_vinifera,Castilleja_foliolosa,Pueraria_montana,Lotus_japonicus,Ipomoea_batatas,Centaurea_solstitialis,Triticum_aestivum,Nicotiana_tabacum,Chlorella_vulgaris,Apostasia_shenzhenica,Genlisea_aurea,Marchantia_polymorpha_subsp._ruderalis,Punica_granatum,Ricinus_communis,Citrus_unshiu,Saccharum_hybrid,Populus_alba_x_Populus_x,Prunus_yedoensis,Tetracentron_sinense,Cucurbita_maxima,Deinandra_increscens,Trifolium_pratense,Eriobotrya_japonica,Medicago_truncatula,Nicotiana_sylvestris,Zea_mays,Prunus_armeniaca,Musa_troglodytarum,Leucosceptrum_canum,Crocus_sativus,Prunus_salicina,Secale_cereale,Tanacetum_cinerariifolium,Handroanthus_impetiginosus,Populus_canescens,Ostreococcus_tauri,Lithospermum_erythrorhizon,Prasiola_cf_delicata,Striga_hermonthica,Physcomitrium_patens,Linum_tenue,Monoraphidium_neglectum,Carpinus_fangiana,Marchantia_polymorpha,Cucumis_sativus,Arabidopsis_thaliana,Mesostigma_viride,Rhododendron_williamsianum,Umbellularia_californica,Citrus_sinensis,Gossypium_hirsutum,Nicotiana_glutinosa,Glycine_max,Trapa_natans,Hevea_brasiliensis,Stylosanthes_scabra,Oryza_sativa,Brassica_campestris,Musa_balbisiana,Brassica_napus,Salvia_divinorum,Lolium_perenne,Solanum_commersonii,Cajanus_cajan,Prasiola_borealis,Humulus_lupulus,Panax_ginseng,Zingiber_officinale,Populus_tomentosa,Pisum_sativum,Cucumis_melo,Glycine_soja,Populus_trichocarpa,Micractinium_conductrix,Cannabis_sativa,Arabidopsis_arenosa,Chlorella_sorokiniana,Cucurbita_moschata,Cinnamomum_camphora,Tetratostichococcus_jenerensis,Populus_alba,pcm_gpr
rxn37060,maize,seed,{'maize': ['rxn37060_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G454952_T01.CDS or GRMZM2G410515_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn24374,maize,seed,{'maize': ['rxn24374_d0']},False,False,['1.17.7.2'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g04620', 'Oryza sativa subsp. japonica (Rice)': 'Os04g0320100 LOC_Os04g25400'}",2,True,"('maize', 'GRMZM2G056686_T02.CDS or GRMZM2G056686_T03.CDS or GRMZM2G056686_T06.CDS or GRMZM2G056686_T07.CDS or GRMZM2G056686_T01.CDS or GRMZM2G056686_T05.CDS or GRMZM2G056686_T04.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g04620,,,,,,,,,,,Os04g0320100,,,,,,,,,,,,,,,,,,,,,,,,,At1g04620
rxn31357,maize,seed,{'maize': ['rxn31357_d0']},False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn36919,maize,seed,{'maize': ['rxn36919_d0']},False,False,"['1.6.5.2', '1.6.5.3', '1.6.5.9']","[0, 1, 2]","{'Handroanthus impetiginosus': 'A0A2G9GH10', 'Arabidopsis thaliana (Mouse-ear cress)': 'At5g08740'}",2,True,"('maize', 'GRMZM2G335564_T03.CDS or GRMZM2G354804_T01.CDS or GRMZM2G110277_T02.CDS or GRMZM5G876106_T01.CDS or GRMZM2G070685_T01.CDS or GRMZM2G172442_T05.CDS or GRMZM5G894515_T01.CDS or GRMZM2G172442_T03.CDS or GRMZM5G800980_T01.CDS or GRMZM2G110277_T01.CDS or GRMZM2G110277_T03.CDS or GRMZM2G354804_T02.CDS or GRMZM2G474534_T02.CDS or GRMZM2G335564_T02.CDS or GRMZM2G701801_T02.CDS or GRMZM2G427444_T02.CDS or GRMZM2G110277_T04.CDS or GRMZM2G448142_T01.CDS or GRMZM2G154667_T01.CDS or GRMZM2G075144_T01.CDS or GRMZM2G475437_T01.CDS or GRMZM2G109244_T01.CDS or GRMZM2G176216_T02.CDS or GRMZM5G800101_T01.CDS or GRMZM2G137648_T01.CDS or GRMZM5G874448_T01.CDS or GRMZM2G405584_T01.CDS or GRMZM2G444541_T02.CDS or GRMZM2G364366_T01.CDS or GRMZM2G444541_T01.CDS or GRMZM2G313672_T02.CDS or GRMZM2G175383_T01.CDS or GRMZM2G427444_T03.CDS or GRMZM2G427444_T05.CDS or GRMZM5G800096_T01.CDS or GRMZM2G383052_T01.CDS or GRMZM2G448142_T03.CDS or GRMZM2G404025_T01.CDS or GRMZM2G427444_T04.CDS or GRMZM2G394607_T01.CDS or GRMZM5G896790_T01.CDS or GRMZM2G134325_T01.CDS or GRMZM2G070573_T01.CDS or GRMZM2G003230_T01.CDS or GRMZM2G358205_T01.CDS or GRMZM2G335564_T01.CDS or GRMZM2G172442_T01.CDS or GRMZM2G421234_T01.CDS or GRMZM2G474534_T01.CDS or GRMZM5G866223_T01.CDS or GRMZM2G313672_T01.CDS or GRMZM5G853723_T01.CDS or GRMZM2G450705_T01.CDS or GRMZM2G172442_T02.CDS or GRMZM2G444541_T03.CDS or GRMZM5G810298_T01.CDS or GRMZM2G701801_T01.CDS or GRMZM2G444541_T04.CDS or GRMZM5G870446_T01.CDS or GRMZM5G835775_T01.CDS or GRMZM5G870446_T02.CDS or GRMZM2G427444_T06.CDS or GRMZM2G383052_T02.CDS or GRMZM2G448142_T02.CDS or GRMZM2G427444_T01.CDS or GRMZM2G172442_T04.CDS or GRMZM5G864407_T01.CDS or GRMZM2G450705_T02.CDS or GRMZM2G304947_T01.CDS or GRMZM2G176216_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2G9GH10,,,,,,,,,,,,At5g08740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g08740
rxn35981,maize,seed,{'maize': ['rxn35981_d0']},False,False,['1.1.1.71'],[0],{},0,False,"('maize', 'GRMZM5G836994_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn38516,maize,seed,{'maize': ['rxn38516_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G102786_T04.CDS or GRMZM2G102786_T01.CDS or GRMZM2G102786_T03.CDS or GRMZM2G102786_T02.CDS or GRMZM2G042412_T01.CDS or GRMZM2G055279_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn07435,maize,seed,{'maize': ['rxn07435_d0']},False,False,['1.2.4.4'],[0],{},0,False,"('maize', 'GRMZM2G088689_T02.CDS or GRMZM2G088689_T08.CDS or GRMZM2G088689_T04.CDS or GRMZM2G088689_T03.CDS or GRMZM2G088689_T06.CDS or GRMZM2G088689_T07.CDS or GRMZM2G088689_T05.CDS or GRMZM2G088689_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn34721,maize,seed,{'maize': ['rxn34721_d0']},False,False,['3.1.2.14'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g13050 or At3g25110'},2,True,"('maize', 'GRMZM2G143955_T02.CDS or GRMZM2G079308_T01.CDS or GRMZM2G007489_T01.CDS or GRMZM2G102878_T02.CDS or GRMZM5G829544_T01.CDS or GRMZM2G406603_T02.CDS or GRMZM2G102878_T01.CDS or GRMZM2G102878_T03.CDS or GRMZM2G143955_T01.CDS or GRMZM2G406603_T01.CDS or GRMZM2G143955_T03.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g13050 or At3g25110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g13050 or At3g25110
rxn28142,maize,seed,{'maize': ['rxn28142_d0']},False,False,['2.7.1.15'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g17160'},2,False,"('maize', 'GRMZM2G178346_T01.CDS or GRMZM2G007630_T01.CDS or GRMZM2G169320_T02.CDS or GRMZM2G473104_T01.CDS or GRMZM2G132607_T01.CDS or GRMZM2G169320_T03.CDS or GRMZM2G144245_T01.CDS or GRMZM2G169320_T01.CDS or GRMZM2G132607_T02.CDS or GRMZM2G466780_T01.CDS or GRMZM2G178346_T02.CDS or GRMZM2G051842_T02.CDS or GRMZM2G103843_T01.CDS or GRMZM2G051842_T01.CDS or GRMZM2G132607_T03.CDS or GRMZM2G072091_T01.CDS or GRMZM2G121128_T01.CDS or GRMZM2G061442_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g17160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g17160
rxn12052,maize,seed,{'maize': ['rxn12052_d0']},False,False,['1.11.1.15'],[0],{},0,False,"('maize', 'GRMZM2G139680_T01.CDS or GRMZM2G012276_T02.CDS or GRMZM2G012276_T01.CDS or GRMZM5G864335_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn31834,maize,seed,{'maize': ['rxn31834_d0']},False,False,['3.1.3.104'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g79790 or At4g11570'},2,True,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g79790 or At4g11570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g79790 or At4g11570
rxn24064,maize,seed,{'maize': ['rxn24064_d0']},False,False,['1.14.13.81'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g56940'},2,True,"('maize', 'GRMZM2G081462_T01.CDS or GRMZM2G081462_T02.CDS or GRMZM2G043109_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g56940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g56940
rxn06045,maize,seed,{'maize': ['rxn06045_d0']},False,False,['2.7.8.5'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g39290', 'Oryza sativa subsp. japonica (Rice)': 'Os01g0789100'}",2,True,"('maize', 'GRMZM2G124313_T01.CDS or GRMZM2G109967_T02.CDS or GRMZM2G109967_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g39290,,,,,,,,,,,Os01g0789100,,,,,,,,,,,,,,,,,,,,,,,,,At2g39290
rxn38529,maize,seed,{'maize': ['rxn38529_d0']},False,False,['1.10.3.-'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g22260 or AtCg00020 or AtCg00270'},2,False,"('maize', 'GRMZM2G010555_T01.CDS or GRMZM2G010555_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g22260 or AtCg00020 or AtCg00270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g22260 or AtCg00020 or AtCg00270
rxn22681,maize,seed,{'maize': ['rxn22681_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G410515_T02.CDS or GRMZM2G410515_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn24764,maize,seed,{'maize': ['rxn24764_d0']},False,False,['1.14.99.-'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g19170 or At3g63520'},2,False,"('maize', 'GRMZM2G074401_T01.CDS or GRMZM2G128971_T02.CDS or GRMZM2G129209_T01.CDS or GRMZM2G128971_T03.CDS or GRMZM2G128971_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g19170 or At3g63520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g19170 or At3g63520
rxn25739,maize,seed,{'maize': ['rxn25739_d0']},False,False,['2.3.1.41'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g74960 or At5g46290'},2,True,"('maize', 'GRMZM2G124335_T02.CDS or GRMZM2G152105_T01.CDS or GRMZM2G072205_T02.CDS or GRMZM2G012863_T02.CDS or GRMZM2G124335_T01.CDS or GRMZM2G124335_T04.CDS or GRMZM2G072205_T01.CDS or GRMZM2G012863_T01.CDS or GRMZM2G124335_T05.CDS or GRMZM2G124335_T03.CDS or GRMZM2G152105_T02.CDS or GRMZM2G135498_T01.CDS or GRMZM2G152105_T03.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g74960 or At5g46290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g74960 or At5g46290
rxn33506,maize,seed,{'maize': ['rxn33506_d0']},False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn38752,maize,seed,{'maize': ['rxn38752_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G097768_T02.CDS or GRMZM2G085301_T01.CDS or GRMZM2G097768_T03.CDS or GRMZM2G160614_T01.CDS or GRMZM2G079342_T02.CDS or GRMZM2G079342_T01.CDS or GRMZM2G097768_T01.CDS or GRMZM2G117146_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn38737,maize,seed,{'maize': ['rxn38737_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G097768_T02.CDS or GRMZM2G085301_T01.CDS or GRMZM2G097768_T03.CDS or GRMZM2G160614_T01.CDS or GRMZM2G079342_T02.CDS or GRMZM2G079342_T01.CDS or GRMZM2G097768_T01.CDS or GRMZM2G117146_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn32716,maize,seed,{'maize': ['rxn32716_d0']},False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn07431,maize,seed,{'maize': ['rxn07431_d0']},False,False,['1.2.4.4'],[0],{},0,False,"('maize', 'GRMZM2G088689_T02.CDS or GRMZM2G088689_T08.CDS or GRMZM2G088689_T04.CDS or GRMZM2G088689_T03.CDS or GRMZM2G088689_T06.CDS or GRMZM2G088689_T07.CDS or GRMZM2G088689_T05.CDS or GRMZM2G088689_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn31174,maize,seed,{'maize': ['rxn31174_d0']},False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn36889,maize,seed,{'maize': ['rxn36889_d0']},False,False,['1.6.5.2'],[0],{},0,True,"('maize', 'GRMZM2G701801_T01.CDS or GRMZM2G701801_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn22376,maize,seed,{'maize': ['rxn22376_d0']},False,False,['1.1.1.21'],[0],{},0,False,"('maize', 'GRMZM2G059314_T07.CDS or GRMZM2G059314_T03.CDS or GRMZM2G059314_T01.CDS or GRMZM2G059314_T04.CDS or GRMZM2G059314_T05.CDS or GRMZM2G059314_T02.CDS or GRMZM2G059314_T06.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn28487,"maize, Sobliquus",seed,"{'Sobliquus': ['rxn28487_d0'], 'maize': ['rxn28487_d0']}",False,False,['3.1.2.14'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g13050 or At3g25110'},2,True,"('maize', 'GRMZM2G143955_T02.CDS or GRMZM2G079308_T02.CDS or GRMZM2G102878_T02.CDS or GRMZM2G079308_T01.CDS or GRMZM2G007489_T01.CDS or GRMZM5G829544_T01.CDS or GRMZM2G102878_T01.CDS or GRMZM2G406603_T02.CDS or GRMZM2G102878_T03.CDS or GRMZM2G143955_T01.CDS or GRMZM2G143955_T03.CDS or GRMZM2G406603_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g13050 or At3g25110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g13050 or At3g25110
rxn37733,maize,seed,{'maize': ['rxn37733_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G384293_T02.CDS or GRMZM2G384293_T03.CDS or GRMZM2G384293_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn32284,maize,seed,{'maize': ['rxn32284_d0']},False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn22751,maize,seed,{'maize': ['rxn22751_d0']},False,False,['1.3.1.-'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g74470 or At1g03630 or At4g13010 or At1g23740 or At5g18660 or At5g54190 or At4g27440 or At1g15710 or At3g17810 or At2g05990'},2,False,"('maize', 'GRMZM2G127361_T02.CDS or GRMZM2G127361_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g74470 or At1g03630 or At4g13010 or At1g23740 or At5g18660 or At5g54190 or At4g27440 or At1g15710 or At3g17810 or At2g05990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g74470 or At1g03630 or At4g13010 or At1g23740 or At5g18660 or At5g54190 or At4g27440 or At1g15710 or At3g17810 or At2g05990
rxn31392,maize,seed,{'maize': ['rxn31392_d0']},False,False,['1.1.1.42'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g14590'},2,True,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g14590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g14590
rxn31168,"maize, Sobliquus",seed,"{'Sobliquus': ['rxn31168_d0'], 'maize': ['rxn31168_d0']}",False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn34014,maize,seed,{'maize': ['rxn34014_d0']},False,False,['1.14.13.81'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g56940'},2,True,"('maize', 'GRMZM2G081462_T01.CDS or GRMZM2G081462_T02.CDS or GRMZM2G043109_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g56940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g56940
rxn31555,maize,seed,{'maize': ['rxn31555_d0']},False,False,[],[],{},0,False,"('maize', 'Unknown')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn25734,maize,seed,{'maize': ['rxn25734_d0']},False,False,['6.2.1.3'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g77590'},2,True,"('maize', 'GRMZM2G118286_T01.CDS or GRMZM2G117064_T01.CDS or GRMZM2G333861_T01.CDS or GRMZM2G016774_T01.CDS or GRMZM2G074759_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g77590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g77590
rxn17200,maize,seed,{'maize': ['rxn17200_d0']},False,False,['1.2.1.27'],[0],{},0,False,"('maize', 'GRMZM2G060800_T02.CDS or GRMZM2G060800_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn17206,"maize, Sobliquus",seed,"{'Sobliquus': ['rxn17206_d0'], 'maize': ['rxn17206_d0']}",False,False,['1.2.4.4'],[0],{},0,False,"('maize', 'GRMZM2G088689_T02.CDS or GRMZM2G088689_T08.CDS or GRMZM2G088689_T04.CDS or GRMZM2G088689_T03.CDS or GRMZM2G088689_T06.CDS or GRMZM2G088689_T07.CDS or GRMZM2G088689_T05.CDS or GRMZM2G088689_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn22867,maize,seed,{'maize': ['rxn22867_d0']},False,False,['3.2.1.23'],[0],{},0,True,"('maize', 'AC148152.3_FGT008.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn03894,maize,seed,{'maize': ['rxn03894_d0']},False,False,['2.5.1.39'],[0],{},0,True,"('maize', 'GRMZM2G112728_T05.CDS or GRMZM2G033219_T02.CDS or GRMZM2G112728_T03.CDS or GRMZM2G112728_T01.CDS or GRMZM2G097283_T01.CDS or GRMZM2G097283_T02.CDS or GRMZM2G112728_T06.CDS or GRMZM2G112728_T04.CDS or GRMZM2G112728_T02.CDS or GRMZM2G033219_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn38735,maize,seed,{'maize': ['rxn38735_d0']},False,False,[],[],{},0,False,"('maize', 'GRMZM2G097768_T02.CDS or GRMZM2G085301_T01.CDS or GRMZM2G097768_T03.CDS or GRMZM2G160614_T01.CDS or GRMZM2G079342_T02.CDS or GRMZM2G079342_T01.CDS or GRMZM2G097768_T01.CDS or GRMZM2G117146_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn36918,maize,seed,{'maize': ['rxn36918_d0']},False,False,"['1.6.5.2', '1.6.99.6']","[0, 0]",{},0,True,"('maize', 'GRMZM2G701801_T01.CDS or GRMZM2G701801_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn39035,maize,seed,{'maize': ['rxn39035_d0']},False,False,['3.2.1.21'],[2],"{'Secale cereale (Rye)': 'Q9FYS3', 'Triticum aestivum (Wheat)': 'Q1XIR9 or Q1XH04 or Q1XH05 or D5MTF8', 'Zea mays (Maize)': 'Q41761 or P49235'}",2,True,"('maize', 'GRMZM2G008247_T02.CDS or GRMZM2G008247_T01.CDS or GRMZM2G076946_T01.CDS or GRMZM2G016890_T01.CDS or GRMZM2G077015_T01.CDS or GRMZM2G120962_T01.CDS or GRMZM2G016890_T04.CDS or GRMZM2G426467_T01.CDS or GRMZM2G016890_T02.CDS or GRMZM2G076946_T02.CDS or GRMZM2G016890_T03.CDS')",,,,,,,,,,,,Q1XIR9 or Q1XH04 or Q1XH05 or D5MTF8,,,,,,,,,,,,,,,,,,,Q41761 or P49235,,,,,,Q9FYS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q41761 or P49235
rxn38309,maize,seed,{'maize': ['rxn38309_d0']},False,False,['1.1.1.1'],[0],{},0,True,"('maize', 'GRMZM2G043602_T02.CDS or GRMZM2G099696_T02.CDS or GRMZM2G128146_T01.CDS or GRMZM2G351023_T01.CDS or GRMZM2G018037_T01.CDS or GRMZM2G043602_T03.CDS or GRMZM2G059361_T01.CDS or GRMZM2G043602_T01.CDS or GRMZM2G099696_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn02601,maize,seed,{'maize': ['rxn02601_d0']},False,False,['1.14.13.88'],[0],{},0,False,"('maize', 'GRMZM2G071745_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn37130,maize,seed,{'maize': ['rxn37130_d0']},False,False,['1.3.5.6'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g04870'},2,True,"('maize', 'GRMZM2G454952_T01.CDS or GRMZM2G410515_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g04870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g04870
rxn16584,maize,seed,{'maize': ['rxn16584_d0']},False,False,['2.1.1.163'],[1],{'Medicago truncatula (Barrel medic) (Medicago tribuloides)': 'MTR_2g450530 or MTR_3g074250'},1,False,"('maize', 'GRMZM2G099729_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTR_2g450530 or MTR_3g074250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn37667,maize,seed,{'maize': ['rxn37667_d0']},False,False,['1.1.1.21'],[0],{},0,False,"('maize', 'GRMZM2G059314_T07.CDS or GRMZM2G059314_T01.CDS or GRMZM2G059314_T05.CDS or GRMZM2G059314_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
